hours_studied,attendance,previous_gpa,tutoring_sessions,sleep_hours,stress_level,screen_time,exam_anxiety,gender,age,part_time_job,study_method,diet_quality,internet_quality,extracurricular,family_income,final_grade,final_gpa,risk_status
4.6,61.24,2.84,2,4.73,8,1.89,9,male,26,no,offline,average,poor,yes,low,F,0.1,At Risk
10.66,65.73,2.3,4,8.08,8,3.16,8,male,22,no,hybrid,poor,good,no,low,B,3.31,Not At Risk
2.33,41.92,3.18,3,9.54,9,2.62,2,male,29,no,offline,poor,poor,no,low,D,2.09,At Risk
4.78,86.7,2.82,6,5.99,7,8.67,5,female,24,no,online,average,average,yes,high,C,2.84,Not At Risk
5.66,79.67,1.65,4,8.71,1,6.93,8,male,25,yes,online,good,excellent,yes,low,B,3.48,Not At Risk
6.95,67.47,1.64,1,8.7,1,1.04,4,female,24,yes,hybrid,good,good,no,middle,A,3.65,Not At Risk
5.58,50.39,1.59,7,9.21,5,6.97,5,male,24,yes,hybrid,poor,good,no,high,C,2.7,Not At Risk
8.07,92.92,1.26,1,7.76,6,8.57,5,female,29,no,online,poor,poor,no,low,C,2.95,Not At Risk
1.08,95.51,2.59,2,8.85,9,0.23,6,female,23,yes,online,poor,excellent,yes,low,F,0.0,At Risk
3.53,49.03,1.05,5,9.03,7,4.77,2,male,25,no,online,average,excellent,yes,high,D,2.04,At Risk
9.06,78.46,1.98,0,7.29,8,7.59,1,female,27,no,hybrid,average,average,no,low,C,2.9,Not At Risk
1.46,48.07,2.55,5,5.81,4,0.91,2,male,28,yes,offline,good,excellent,yes,middle,C,2.95,Not At Risk
8.1,61.24,2.1,1,8.23,0,9.47,10,female,24,no,offline,good,good,yes,low,C,2.87,Not At Risk
2.57,71.83,1.37,3,6.38,0,9.83,0,female,19,no,offline,good,poor,no,middle,B,3.01,Not At Risk
11.85,94.64,3.78,3,9.84,1,4.27,7,female,18,no,hybrid,poor,poor,yes,middle,A,3.64,Not At Risk
6.55,78.15,1.1,0,7.95,10,9.32,4,male,20,no,offline,poor,excellent,no,middle,F,1.36,At Risk
0.4,62.68,1.32,6,7.27,10,11.42,10,female,24,yes,hybrid,average,good,no,low,F,0.31,At Risk
5.32,67.52,1.75,7,9.24,4,8.6,4,male,22,no,offline,poor,good,no,middle,B,3.44,Not At Risk
1.55,52.16,2.18,6,5.22,0,8.95,10,male,29,yes,hybrid,average,poor,yes,low,D,2.12,At Risk
0.83,62.93,1.45,2,4.27,9,1.69,0,female,27,no,hybrid,good,excellent,no,high,F,1.27,At Risk
9.81,55.69,3.16,3,4.66,0,10.51,9,male,28,no,offline,good,poor,yes,low,B,3.23,Not At Risk
11.32,47.42,1.36,6,8.89,6,11.44,2,male,21,no,hybrid,poor,good,no,middle,B,3.24,Not At Risk
11.37,79.33,3.8,1,7.77,0,6.22,0,female,23,no,hybrid,good,good,no,middle,A,3.9,Not At Risk
8.01,73.2,1.54,5,5.67,5,10.84,1,female,28,yes,hybrid,average,average,yes,low,B,3.24,Not At Risk
0.05,72.49,3.06,6,9.76,7,0.02,0,female,25,no,hybrid,poor,excellent,no,middle,B,3.19,Not At Risk
0.23,66.5,3.88,3,4.01,9,9.77,0,female,19,yes,hybrid,good,poor,yes,low,F,1.28,At Risk
8.02,43.11,2.21,5,5.25,2,3.82,2,male,20,no,offline,poor,poor,yes,middle,A,3.51,Not At Risk
3.11,65.25,1.99,1,4.11,5,3.94,8,male,20,yes,online,average,average,no,low,F,1.8,At Risk
5.78,96.19,1.02,5,8.62,5,2.15,3,female,25,yes,hybrid,poor,excellent,yes,high,B,3.45,Not At Risk
10.34,63.39,2.14,7,7.05,2,11.55,3,male,16,no,online,good,good,no,middle,A,3.74,Not At Risk
10.83,40.22,3.45,4,7.04,9,4.03,0,female,26,no,online,poor,poor,yes,middle,A,3.86,Not At Risk
11.71,82.89,2.29,0,5.9,4,0.35,5,female,25,no,online,good,poor,yes,middle,A,3.54,Not At Risk
0.66,68.15,3.88,0,6.26,4,9.21,1,female,18,no,online,good,average,yes,low,D,2.25,At Risk
9.49,77.26,2.87,5,8.96,0,11.02,10,female,24,no,hybrid,good,average,no,high,A,3.67,Not At Risk
11.28,83.87,1.07,7,9.86,3,6.99,10,male,18,no,offline,good,excellent,yes,middle,A,3.57,Not At Risk
3.39,44.44,1.02,7,7.29,0,4.0,7,male,22,no,offline,poor,excellent,no,high,C,2.94,Not At Risk
8.19,53.42,2.41,1,5.91,4,7.04,5,female,27,yes,offline,good,good,yes,high,C,2.68,Not At Risk
2.17,75.49,1.66,4,9.67,8,10.74,4,female,17,no,hybrid,poor,excellent,no,middle,F,0.21,At Risk
1.58,60.82,1.38,5,8.76,9,4.76,1,female,17,no,offline,average,average,no,high,F,1.57,At Risk
8.55,53.97,3.09,1,8.19,4,5.51,4,male,23,no,offline,good,excellent,yes,middle,B,3.05,Not At Risk
7.65,48.98,1.61,3,7.1,3,2.21,10,female,29,yes,offline,average,good,no,high,C,2.69,Not At Risk
1.91,56.29,3.32,4,8.54,2,8.3,3,male,21,no,online,poor,good,yes,high,B,3.42,Not At Risk
3.92,61.3,1.54,4,9.2,6,9.3,5,female,25,yes,offline,good,excellent,yes,middle,D,2.46,At Risk
1.48,78.18,1.14,5,7.82,5,6.04,8,male,28,no,hybrid,average,excellent,no,middle,F,1.87,At Risk
8.04,42.5,2.65,3,5.58,10,1.82,6,male,28,yes,hybrid,average,average,yes,low,D,2.16,At Risk
2.42,40.68,2.07,3,4.22,1,11.03,3,male,19,no,hybrid,average,average,no,high,D,2.14,At Risk
9.72,79.1,3.6,1,5.16,9,8.33,5,male,23,yes,hybrid,good,excellent,no,middle,C,2.9,Not At Risk
8.52,80.77,1.74,7,7.48,1,5.15,0,male,18,yes,hybrid,good,good,no,middle,A,3.91,Not At Risk
11.66,63.73,3.05,4,7.71,0,0.75,1,female,18,yes,hybrid,average,excellent,no,low,A,3.59,Not At Risk
6.59,80.08,3.62,2,7.93,3,11.85,9,female,25,no,hybrid,good,poor,yes,low,C,2.76,Not At Risk
0.6,49.17,3.41,4,7.79,3,3.69,7,female,20,yes,online,poor,average,no,high,D,2.1,At Risk
11.49,49.86,1.69,3,7.31,10,5.4,9,male,20,no,hybrid,good,average,no,middle,D,2.27,At Risk
4.7,72.25,1.92,1,6.16,4,9.29,2,female,29,yes,hybrid,good,average,yes,high,C,2.95,Not At Risk
6.13,48.54,3.7,3,6.92,8,0.42,8,female,28,yes,hybrid,good,good,yes,low,D,2.16,At Risk
7.76,52.96,1.35,2,4.67,2,11.59,4,female,21,yes,online,good,good,no,high,C,2.78,Not At Risk
0.7,96.27,3.22,0,7.33,4,3.88,1,male,17,no,offline,average,poor,no,middle,C,2.6,Not At Risk
2.61,73.89,2.4,3,5.59,10,9.99,4,female,28,no,hybrid,average,average,yes,middle,F,1.75,At Risk
9.54,84.2,3.12,4,7.77,1,8.2,0,female,27,no,offline,average,average,yes,high,A,3.69,Not At Risk
11.74,97.49,3.89,0,6.71,5,0.49,8,female,17,yes,hybrid,average,poor,yes,middle,A,3.84,Not At Risk
2.55,45.06,1.87,5,4.08,4,6.16,0,female,24,no,online,poor,good,no,middle,C,2.61,Not At Risk
4.74,40.09,1.46,5,8.79,10,5.5,10,female,23,yes,offline,average,excellent,no,middle,F,0.34,At Risk
9.3,83.94,2.38,0,8.19,6,1.83,6,female,29,no,offline,good,average,yes,middle,B,3.27,Not At Risk
0.49,77.32,2.66,0,6.24,10,3.81,7,female,26,no,online,poor,average,yes,high,F,0.54,At Risk
8.18,79.48,1.7,5,8.78,2,10.07,8,male,17,yes,online,good,average,yes,middle,B,3.32,Not At Risk
8.29,82.42,3.38,0,5.03,8,7.88,5,female,26,no,offline,average,average,yes,low,C,2.97,Not At Risk
0.22,70.22,2.57,4,4.1,1,0.71,1,female,21,no,offline,good,average,no,low,B,3.13,Not At Risk
11.05,96.61,2.4,5,8.87,0,10.38,1,female,21,no,offline,good,good,yes,middle,A,3.58,Not At Risk
7.64,53.64,3.3,6,5.52,8,11.86,10,male,21,yes,offline,good,good,no,middle,D,2.06,At Risk
2.6,43.88,1.38,2,6.74,10,6.39,8,female,18,yes,offline,poor,excellent,no,low,F,1.57,At Risk
5.05,96.43,1.33,2,4.34,6,11.32,7,male,16,yes,online,average,average,yes,middle,F,0.62,At Risk
1.92,94.96,3.29,6,6.24,2,1.28,1,male,16,yes,online,good,excellent,no,middle,A,3.98,Not At Risk
2.01,81.86,2.33,0,7.83,3,0.05,3,female,25,yes,offline,average,poor,yes,high,C,2.93,Not At Risk
7.58,49.58,2.35,6,9.38,10,6.31,2,female,23,no,offline,average,excellent,yes,middle,C,2.66,Not At Risk
9.21,47.81,2.17,3,9.57,9,8.59,6,male,19,yes,hybrid,average,average,yes,high,D,2.28,At Risk
11.59,81.2,3.29,4,5.75,0,7.36,3,female,23,no,hybrid,good,good,no,low,A,3.64,Not At Risk
9.4,47.32,2.43,2,8.48,8,1.78,0,female,26,yes,hybrid,average,poor,yes,high,B,3.29,Not At Risk
4.86,55.07,1.49,2,9.58,6,1.35,4,female,29,no,offline,good,average,no,middle,D,2.22,At Risk
7.14,97.18,3.03,5,9.15,4,11.73,9,female,27,yes,online,poor,average,yes,low,B,3.04,Not At Risk
5.35,65.89,1.65,4,5.34,8,8.28,1,male,19,no,hybrid,good,excellent,yes,low,D,2.3,At Risk
10.06,76.05,3.04,3,4.06,7,8.31,4,female,20,no,offline,good,poor,yes,high,B,3.19,Not At Risk
3.55,82.38,2.67,1,9.17,9,3.89,9,male,18,yes,offline,poor,average,no,low,F,0.86,At Risk
10.45,82.96,1.21,0,6.96,7,2.81,2,male,18,no,offline,good,average,yes,high,B,3.08,Not At Risk
10.7,62.11,2.59,0,9.81,3,6.53,5,male,28,yes,hybrid,good,average,yes,middle,A,3.57,Not At Risk
9.66,86.09,1.49,0,7.99,5,6.1,10,male,27,no,hybrid,average,good,yes,middle,C,2.84,Not At Risk
4.89,90.65,1.85,2,7.17,7,2.19,2,female,20,yes,hybrid,average,excellent,no,low,C,2.9,Not At Risk
11.83,94.99,3.46,7,6.66,8,2.79,5,female,19,yes,hybrid,average,average,no,low,A,3.89,Not At Risk
3.67,60.94,2.35,2,7.84,9,9.13,4,female,20,no,hybrid,average,good,no,low,F,1.2,At Risk
7.7,66.68,2.39,6,5.99,10,1.81,1,male,21,yes,hybrid,good,average,yes,high,B,3.05,Not At Risk
9.84,79.66,3.01,4,7.92,10,8.09,3,female,17,yes,offline,average,good,yes,middle,B,3.06,Not At Risk
7.25,94.07,1.82,7,4.92,3,0.02,1,male,20,no,offline,average,poor,no,high,A,3.66,Not At Risk
1.2,50.22,3.17,2,6.08,10,4.4,10,male,24,no,offline,poor,good,no,low,F,0.51,At Risk
11.36,76.73,1.12,3,6.43,2,11.19,3,female,21,no,online,average,average,yes,middle,A,3.75,Not At Risk
11.96,75.63,2.7,1,9.65,9,0.36,2,male,25,yes,hybrid,poor,good,yes,middle,A,3.57,Not At Risk
9.0,65.65,1.72,5,9.34,9,5.24,2,female,24,no,online,good,poor,yes,high,B,3.34,Not At Risk
1.01,78.01,3.3,5,4.89,9,3.64,8,male,20,yes,offline,good,excellent,yes,low,F,0.05,At Risk
3.12,76.58,2.92,2,6.39,4,2.77,9,female,28,no,offline,average,poor,yes,middle,D,2.34,At Risk
2.3,95.55,2.65,1,4.49,9,8.43,5,male,17,no,hybrid,average,poor,no,middle,F,1.35,At Risk
0.51,72.77,1.46,7,9.37,5,3.43,0,male,18,yes,offline,average,average,yes,middle,C,2.92,Not At Risk
7.86,58.51,1.45,5,5.41,7,2.0,8,male,24,yes,offline,average,excellent,yes,low,D,2.38,At Risk
0.19,66.82,3.19,3,6.98,6,1.92,9,female,19,no,online,good,average,yes,high,F,0.19,At Risk
10.59,96.01,2.74,7,5.78,6,7.01,10,female,18,no,offline,average,excellent,no,middle,B,3.34,Not At Risk
9.04,93.11,2.3,0,8.76,7,1.72,1,female,28,no,online,poor,excellent,no,low,A,3.74,Not At Risk
1.15,99.83,1.69,2,5.96,5,2.35,9,male,22,no,online,good,good,yes,middle,F,1.6,At Risk
4.92,61.95,1.82,4,4.67,5,8.66,1,female,21,no,online,good,excellent,yes,low,C,2.89,Not At Risk
5.57,53.67,3.9,2,6.45,9,9.44,10,male,21,no,hybrid,average,poor,no,low,F,0.17,At Risk
8.7,51.56,2.43,4,5.32,4,7.55,1,male,29,yes,online,good,poor,yes,middle,A,3.85,Not At Risk
2.33,80.32,3.06,4,9.84,1,0.21,7,female,24,no,online,good,poor,no,low,B,3.31,Not At Risk
5.27,82.34,3.08,4,9.27,6,6.65,8,male,25,yes,hybrid,good,poor,no,high,C,2.73,Not At Risk
8.4,91.81,3.62,0,5.01,7,0.35,5,female,29,no,hybrid,poor,good,yes,low,B,3.46,Not At Risk
10.27,92.54,1.33,6,10.0,0,9.76,6,male,16,no,online,average,good,no,low,A,3.5,Not At Risk
4.66,66.85,1.32,2,4.37,6,5.45,5,female,23,no,online,average,excellent,no,high,F,1.24,At Risk
5.52,54.49,1.26,3,7.15,1,3.69,8,female,27,yes,offline,average,average,no,middle,C,2.93,Not At Risk
11.1,84.07,1.83,5,6.26,5,4.01,3,female,19,no,offline,poor,average,yes,middle,A,3.76,Not At Risk
4.58,62.63,3.72,5,4.53,7,10.71,6,male,23,no,online,average,average,no,low,D,2.28,At Risk
5.51,44.34,3.0,4,5.3,5,7.79,4,male,26,no,offline,poor,poor,no,high,C,2.61,Not At Risk
5.35,87.33,3.17,7,9.78,6,9.71,4,female,22,yes,offline,good,average,yes,high,B,3.31,Not At Risk
2.19,94.93,1.89,3,6.79,3,0.97,4,female,19,yes,online,poor,good,no,high,B,3.13,Not At Risk
6.51,87.72,3.63,0,7.3,4,3.13,5,male,19,no,hybrid,average,good,no,middle,B,3.47,Not At Risk
7.63,85.17,3.35,4,6.35,9,4.91,10,female,19,yes,online,poor,good,no,high,D,2.25,At Risk
5.44,42.12,2.31,2,4.49,5,8.65,1,female,16,no,offline,average,good,no,high,D,2.18,At Risk
11.44,61.94,2.22,3,8.75,6,9.09,7,male,21,no,online,poor,average,no,low,B,3.43,Not At Risk
2.53,76.69,1.59,7,9.91,8,3.42,5,male,16,no,online,good,excellent,no,middle,D,2.41,At Risk
2.6,91.79,2.46,0,9.58,4,1.65,3,male,20,no,offline,poor,good,no,high,C,2.67,Not At Risk
4.07,95.05,2.86,5,8.45,7,0.28,6,female,27,yes,hybrid,poor,excellent,no,middle,B,3.08,Not At Risk
2.3,48.11,3.87,7,5.42,2,11.7,0,male,20,yes,offline,good,poor,no,low,B,3.21,Not At Risk
2.34,48.31,2.52,5,9.63,1,1.08,9,male,25,yes,hybrid,good,good,no,low,C,2.68,Not At Risk
8.57,41.2,2.86,7,6.2,8,6.02,3,male,19,yes,online,average,poor,yes,middle,B,3.03,Not At Risk
5.71,52.35,2.98,2,6.57,7,0.72,6,male,23,no,online,good,poor,yes,middle,D,2.3,At Risk
3.66,60.98,2.74,2,9.87,0,9.32,2,male,22,no,hybrid,good,excellent,no,low,B,3.31,Not At Risk
0.01,43.54,1.12,3,4.62,5,5.71,3,female,16,yes,hybrid,poor,good,no,high,F,1.56,At Risk
4.22,53.6,2.14,4,8.82,10,5.21,10,female,17,yes,offline,poor,excellent,yes,high,F,0.24,At Risk
6.58,57.3,3.14,5,9.96,8,6.18,0,male,24,no,offline,average,average,yes,high,B,3.26,Not At Risk
5.62,82.61,3.0,5,4.59,8,3.87,2,female,20,yes,hybrid,poor,average,no,high,B,3.01,Not At Risk
5.7,62.1,3.0,4,5.79,3,9.91,4,female,22,yes,offline,good,good,yes,middle,B,3.22,Not At Risk
8.82,93.42,2.25,4,9.29,2,6.57,5,male,28,yes,online,average,average,yes,middle,A,3.76,Not At Risk
11.75,61.21,1.87,4,6.37,8,0.83,4,female,29,no,hybrid,average,average,no,low,B,3.16,Not At Risk
4.48,84.49,1.12,7,6.58,1,5.11,1,female,17,yes,online,poor,average,yes,middle,A,3.6,Not At Risk
4.19,42.74,2.9,5,7.28,10,1.41,7,male,23,no,online,poor,good,no,middle,F,1.17,At Risk
11.32,91.79,1.5,1,7.51,8,9.38,1,female,21,no,online,poor,excellent,no,middle,B,3.11,Not At Risk
6.54,86.57,2.78,5,7.89,1,7.08,8,male,29,yes,hybrid,average,excellent,no,middle,A,3.87,Not At Risk
11.71,54.02,1.94,6,9.95,2,6.6,9,male,26,yes,hybrid,average,good,no,low,A,3.77,Not At Risk
1.8,53.98,1.15,2,9.9,3,7.99,3,female,26,yes,offline,poor,excellent,yes,low,D,2.48,At Risk
4.79,82.51,1.47,4,6.13,4,4.66,0,female,29,no,offline,poor,good,yes,middle,B,3.07,Not At Risk
2.48,78.56,2.44,7,7.07,9,3.51,1,female,26,no,online,average,good,yes,middle,C,2.85,Not At Risk
2.4,60.05,2.53,1,6.49,8,9.95,4,female,19,yes,offline,poor,excellent,no,middle,F,0.9,At Risk
1.92,72.51,2.31,5,6.52,5,11.22,5,male,29,yes,offline,poor,excellent,no,middle,D,2.39,At Risk
1.29,62.89,3.98,4,8.66,4,10.6,0,male,29,yes,hybrid,good,average,yes,high,B,3.34,Not At Risk
9.56,92.56,2.41,1,9.01,3,10.88,2,female,27,no,online,poor,excellent,no,middle,A,3.61,Not At Risk
2.28,74.74,1.86,7,7.38,8,4.2,7,female,21,no,hybrid,good,good,yes,low,D,2.15,At Risk
5.98,99.11,1.92,7,9.08,10,2.34,4,female,17,no,hybrid,poor,average,no,high,B,3.02,Not At Risk
0.44,95.41,1.83,4,7.43,5,2.21,3,male,24,no,offline,average,good,no,low,C,2.9,Not At Risk
3.27,89.38,3.15,0,7.87,0,1.47,0,male,16,yes,offline,good,average,yes,middle,A,3.93,Not At Risk
6.26,77.55,1.55,0,4.96,2,3.35,10,female,17,yes,online,good,good,no,low,D,2.02,At Risk
7.7,56.47,2.66,6,7.64,3,3.15,2,male,24,no,offline,poor,good,no,high,A,3.97,Not At Risk
2.48,85.08,2.02,5,5.33,0,0.08,10,male,27,yes,online,poor,poor,no,middle,B,3.31,Not At Risk
7.67,93.0,3.25,7,5.55,6,7.59,10,male,21,no,online,good,average,no,low,B,3.41,Not At Risk
8.18,99.79,3.05,0,9.71,7,9.98,2,male,17,no,hybrid,poor,poor,yes,high,B,3.04,Not At Risk
7.07,70.12,1.47,4,7.44,0,7.26,9,male,22,no,hybrid,average,poor,no,middle,B,3.48,Not At Risk
1.63,87.57,1.82,5,6.63,3,6.5,4,male,19,yes,hybrid,poor,poor,yes,middle,C,2.6,Not At Risk
4.83,86.23,3.69,1,6.16,9,8.03,1,male,24,yes,hybrid,poor,excellent,no,high,C,2.64,Not At Risk
1.33,77.1,2.25,2,6.74,6,2.74,9,female,26,no,online,good,good,yes,low,F,1.01,At Risk
7.31,77.6,3.5,6,6.23,2,3.87,8,male,20,no,hybrid,average,excellent,no,middle,A,3.6,Not At Risk
5.82,79.81,2.9,7,9.07,7,4.18,10,female,24,no,online,average,good,yes,low,C,2.92,Not At Risk
10.37,52.38,1.46,4,5.17,5,10.29,6,female,27,yes,online,good,average,yes,low,C,2.88,Not At Risk
6.71,59.54,1.09,2,9.12,10,2.78,2,male,17,yes,hybrid,poor,average,yes,high,D,2.02,At Risk
4.29,94.11,2.47,7,4.59,5,8.52,5,male,18,yes,offline,average,good,no,low,B,3.44,Not At Risk
7.8,97.77,3.78,1,8.82,0,1.13,5,male,26,no,offline,good,poor,no,high,A,3.95,Not At Risk
0.26,51.36,2.88,1,8.91,3,7.43,2,female,16,no,online,poor,poor,yes,high,D,2.05,At Risk
10.86,63.21,2.86,7,9.64,5,4.87,1,male,24,no,online,poor,poor,yes,middle,A,3.6,Not At Risk
1.75,59.13,3.39,5,6.3,4,1.49,2,female,28,no,hybrid,good,excellent,yes,low,B,3.21,Not At Risk
11.34,55.69,1.17,5,6.39,3,10.95,5,female,18,yes,hybrid,good,average,no,low,B,3.4,Not At Risk
0.89,44.26,2.96,1,4.14,8,2.02,10,male,24,yes,online,good,excellent,no,high,F,0.48,At Risk
7.09,81.02,3.08,1,7.73,10,10.62,9,male,17,yes,hybrid,average,good,yes,low,F,1.8,At Risk
8.2,63.85,2.91,4,6.2,8,11.07,6,male,28,yes,offline,poor,excellent,no,low,D,2.15,At Risk
5.05,45.59,2.31,3,4.8,5,7.27,2,female,22,no,offline,good,excellent,no,low,C,2.6,Not At Risk
9.0,47.99,1.36,6,9.86,1,10.3,9,male,24,no,hybrid,average,average,yes,high,B,3.16,Not At Risk
9.48,52.4,1.94,7,8.51,5,2.54,0,female,18,yes,offline,average,poor,yes,low,A,3.62,Not At Risk
9.95,46.97,2.48,1,5.76,3,9.96,0,female,23,yes,online,good,average,yes,low,A,3.86,Not At Risk
4.24,77.01,2.06,6,8.75,7,0.03,5,male,22,no,offline,good,excellent,no,middle,C,2.78,Not At Risk
8.08,59.43,3.03,5,4.27,3,10.87,5,male,23,yes,offline,average,average,yes,middle,B,3.4,Not At Risk
0.4,95.06,2.78,5,6.34,9,3.42,4,male,20,yes,hybrid,good,average,no,low,D,2.34,At Risk
0.96,52.54,3.34,5,9.24,7,11.97,4,female,21,no,offline,average,average,yes,high,F,1.84,At Risk
1.67,93.04,3.38,2,6.75,5,1.45,3,female,28,no,online,average,average,yes,middle,C,2.62,Not At Risk
11.17,45.18,3.74,1,8.25,9,2.6,5,female,18,no,online,good,average,yes,high,B,3.47,Not At Risk
7.48,42.58,1.7,5,4.81,9,7.71,2,female,21,yes,hybrid,poor,poor,no,high,D,2.49,At Risk
8.53,65.79,3.2,0,5.74,7,6.05,7,female,22,no,online,average,good,yes,middle,D,2.37,At Risk
1.02,77.86,1.19,6,7.66,0,8.79,3,female,16,yes,hybrid,poor,average,no,low,B,3.41,Not At Risk
7.15,55.96,2.34,5,9.17,4,8.56,2,male,23,no,offline,average,good,no,middle,B,3.04,Not At Risk
3.15,47.23,3.43,0,4.54,2,5.13,8,male,28,no,hybrid,poor,excellent,no,high,D,2.38,At Risk
1.13,50.05,1.3,3,8.25,4,6.35,1,female,21,yes,online,poor,average,yes,low,D,2.08,At Risk
2.68,54.8,1.89,3,4.42,4,9.64,7,female,29,no,hybrid,average,good,yes,middle,F,1.27,At Risk
5.47,52.1,1.1,4,4.44,0,4.81,3,male,24,no,hybrid,good,good,yes,middle,B,3.08,Not At Risk
3.09,66.22,1.61,6,5.99,8,11.91,4,female,25,no,offline,average,excellent,no,middle,F,0.05,At Risk
1.01,52.41,1.97,0,7.03,5,8.47,3,female,18,no,hybrid,good,excellent,yes,middle,F,1.42,At Risk
1.83,46.33,2.3,4,4.17,8,6.66,0,female,27,yes,hybrid,poor,good,no,low,F,1.39,At Risk
2.92,85.34,1.4,4,6.59,4,8.75,10,male,24,yes,hybrid,poor,good,yes,middle,F,1.26,At Risk
2.3,95.94,1.69,0,9.28,8,10.43,6,female,23,no,offline,good,excellent,no,high,F,1.42,At Risk
0.5,48.69,2.08,1,9.77,7,4.54,0,male,26,yes,online,average,average,yes,high,F,0.47,At Risk
0.81,62.58,3.1,1,9.56,2,0.32,4,male,16,no,hybrid,poor,excellent,no,low,C,2.73,Not At Risk
1.65,97.88,3.47,0,4.01,5,0.61,10,male,24,yes,online,average,good,no,high,D,2.27,At Risk
10.78,94.87,3.33,4,8.45,1,1.52,5,female,26,no,online,poor,average,no,middle,A,3.77,Not At Risk
10.81,74.45,2.83,2,4.8,8,2.34,2,female,24,yes,online,average,good,no,high,B,3.41,Not At Risk
11.48,99.9,3.64,5,4.76,1,2.61,9,male,21,yes,online,poor,excellent,yes,low,A,3.82,Not At Risk
0.76,51.67,3.46,2,8.38,6,1.15,3,male,27,no,online,good,poor,no,high,D,2.2,At Risk
11.85,59.71,2.21,4,4.58,2,7.23,5,male,29,no,hybrid,average,poor,yes,high,A,3.51,Not At Risk
5.46,60.85,3.51,3,7.65,1,7.04,2,female,22,yes,hybrid,average,poor,yes,middle,A,3.88,Not At Risk
1.4,85.31,3.93,2,4.19,9,2.49,8,female,19,yes,hybrid,poor,average,yes,low,F,1.96,At Risk
10.66,47.26,3.37,6,5.94,5,9.23,0,female,21,no,hybrid,poor,average,yes,low,A,3.67,Not At Risk
0.0,81.92,2.81,5,5.16,5,0.29,5,female,20,no,online,poor,excellent,yes,middle,C,2.75,Not At Risk
3.2,43.32,1.24,6,6.4,2,4.06,5,male,18,no,offline,average,excellent,yes,high,C,2.98,Not At Risk
2.37,89.05,2.52,6,5.87,9,8.82,2,male,28,yes,offline,good,poor,no,low,D,2.23,At Risk
6.1,67.49,3.04,4,5.92,2,3.14,9,female,28,yes,hybrid,average,excellent,yes,low,B,3.39,Not At Risk
8.07,73.33,1.21,6,5.0,4,1.76,10,male,16,yes,online,good,poor,no,high,C,2.85,Not At Risk
9.1,41.8,2.35,1,6.24,2,9.55,5,male,19,no,online,average,poor,yes,high,B,3.24,Not At Risk
4.5,56.09,1.55,7,8.27,7,9.84,8,female,20,no,offline,poor,good,yes,middle,F,0.78,At Risk
11.77,70.95,2.4,1,8.5,7,9.93,3,male,24,no,online,poor,average,no,low,B,3.09,Not At Risk
7.9,79.48,3.94,4,6.21,7,11.19,9,male,20,no,offline,poor,average,no,middle,C,2.8,Not At Risk
3.22,73.78,3.15,0,7.92,6,2.17,7,female,21,no,online,good,excellent,no,high,D,2.3,At Risk
1.72,67.41,3.44,2,9.75,10,1.57,4,male,21,no,online,good,excellent,no,low,D,2.28,At Risk
9.85,93.93,2.1,2,6.8,0,4.56,8,female,24,yes,hybrid,good,excellent,no,high,A,3.56,Not At Risk
9.13,90.0,1.54,1,8.25,7,4.55,1,female,24,yes,offline,good,poor,yes,middle,B,3.03,Not At Risk
11.49,78.41,3.81,7,7.94,3,10.45,9,male,18,no,hybrid,good,poor,yes,middle,A,3.51,Not At Risk
9.84,50.2,1.85,1,4.48,8,1.9,4,male,18,yes,offline,poor,good,no,low,C,2.64,Not At Risk
6.79,92.18,1.19,5,5.7,5,6.73,7,male,27,yes,offline,average,poor,no,low,C,2.93,Not At Risk
9.65,66.4,2.05,0,5.67,0,4.21,5,female,25,yes,offline,average,excellent,no,high,A,3.88,Not At Risk
3.29,56.81,3.85,2,5.1,3,6.9,5,female,20,yes,offline,poor,average,no,low,C,2.59,Not At Risk
4.35,61.9,3.27,3,7.24,6,9.13,8,male,27,yes,offline,average,poor,no,middle,D,2.48,At Risk
4.42,51.67,2.4,1,6.68,6,9.31,8,female,18,yes,online,average,average,no,low,F,0.15,At Risk
6.44,49.86,3.9,7,7.2,7,10.86,7,male,24,yes,hybrid,poor,good,yes,middle,C,2.67,Not At Risk
6.91,55.83,1.08,5,6.59,7,10.44,5,male,18,yes,hybrid,good,good,yes,high,D,2.48,At Risk
3.17,63.95,3.43,7,6.58,6,3.8,1,male,22,yes,hybrid,good,good,no,low,B,3.22,Not At Risk
3.79,93.91,3.91,4,8.69,1,5.7,8,male,22,yes,offline,average,poor,yes,middle,A,3.57,Not At Risk
3.28,41.04,1.41,0,6.36,3,2.03,6,female,22,yes,hybrid,good,excellent,no,low,F,0.62,At Risk
8.12,81.54,2.74,3,9.84,7,4.72,6,female,27,yes,hybrid,average,average,no,high,B,3.22,Not At Risk
4.25,46.44,3.53,2,6.55,2,11.43,4,female,16,no,online,poor,excellent,no,middle,C,2.94,Not At Risk
1.38,76.42,1.76,4,5.5,2,7.13,2,female,28,no,online,good,excellent,no,low,C,2.88,Not At Risk
10.97,62.19,2.86,2,8.6,3,0.35,5,male,23,yes,offline,poor,excellent,no,high,A,3.54,Not At Risk
10.48,80.57,3.46,0,6.9,9,10.02,9,male,21,no,hybrid,average,average,yes,middle,D,2.15,At Risk
1.54,60.66,3.92,2,4.37,2,4.19,3,male,16,no,online,average,average,yes,middle,C,2.83,Not At Risk
